YTD Total Jan-Nov 2012,ISSN,ID,TITLE
24,0029-3652,5238,Norwegian Archaeological Review
24,1746-0263,11817,"Sport in History (formerly Sports Historian, The)"
24,1467-9795,4258,Journal of Religious Ethics
23,1467-1131,11371,Journal of Radiotherapy in Practice
23,1469-8048,7114,Legal Theory
23,1528-5812,19330,Journal of Investment Compliance
23,1540-7985,10051,IEEE Power Electronics Letters
23,1943-0582,18838,IEEE Solid-State Circuits Magazine
23,1940-5103,18018,American Literary Realism
23,1934-1539,18109,Arthuriana
23,1529-1510,13006,Camera Obscura
23,1750-0109,18394,Comparative Critical Studies
23,1559-1786,18554,Education and Culture
23,1553-5622,13169,Hesperia
23,1939-9774,18801,"Hopkins Review, The"
23,1945-662X,19059,"JEGP, Journal of English and Germanic Philology"
23,0007-4918,986,Bulletin of Indonesian Economic Studies
23,0459-7222,11499,"Military Balance, The"
22,1743-9248,11662,Politics & Gender
22,1465-7260,332,American Law and Economics Review
22,1534-0643,13446,Legacy
22,1940-5278,19920,Philip Roth Studies
22,1936-2293,9967,Experimental & Clinical Psychopharmacology
22,2151-2124,10282,Journal of Psychophysiology
22,1940-5049,18148,Australian Historical Studies
22,0199-8595,18576,Energy Engineering
22,0955-5803,3351,Japan Forum
22,1745-7289,11262,"Journal of Elections, Public Opinion and Parties (previously published as British Elections and Parties Yearbook until 1996 and as British Elections & Parties Review until 2005)"
22,1747-5759,11303,Journal of Intercultural Communication Research
22,0144-039x,11788,Slavery and Abolition
21,1570-5846,10758,Compositio Mathematica
21,1607-5889,19018,International Review of the Red Cross
21,1474-0060,7055,Japanese Journal of Political Science
21,1949-307X,18833,IEEE Magnetics Letters
21,1674-1137,18331,Chinese Physics C
21,0148-9917,11205,"Journal of Ambulatory Care Management, The"
21,1471-6836,1029,"Cambridge Quarterly, The"
21,1752-7724,18996,International Journal of Transitional Justice
21,1470-840X,4576,"Law, Probability and Risk"
21,1468-2680,6288,Social Science Japan Journal
21,1750-0184,12907,Africa: The Journal of the International African Institute
21,1534-1828,12918,"American Indian Quarterly, The"
21,1527-2133,12930,American Speech
21,1533-4457,12995,Brookings Papers on Education Policy (ceased publication)
21,0219-8614,13028,China: An International Journal
21,1543-3404,13046,Comparative Technology Transfer and Society (ceased publication)
21,1911-9933,18728,Genocide Studies and Prevention
21,1527-1927,13329,"Journal of Health Politics, Policy and Law"
21,0066-4677,468,Anthropological Forum
21,1475-5629,1618,Culture and Religion
21,0015-587X,2382,Folklore
21,1073-6700,11569,"Nonproliferation Review, The"
21,1048-5236,20334,Strategic Planning for Energy and the Environment
21,1600-0471,562,Arabian Archaeology and Epigraphy
21,1758-2237,11637,Philosophical Issues
20,1070-9924,10016,IEEE Computational Science and Engineering (now Computing in Science & Engineering)
20,1911-0820,18264,Canadian Journal of Philosophy
20,1527-9464,13054,"Contemporary Pacific, The"
20,1548-5811,13349,Journal of Latin American Geography
20,1471-6933,13408,Journal of the Royal Musical Association
20,2157-4189,19733,Minnesota Review
20,2157-2941,20347,Studies in Latin American Popular Culture
20,1556-4797,19784,Annals of Anthropological Practice (formerly NAPA Bulletin)
20,1521-3781,1163,Chemie in unserer Zeit
20,1540-6385,1763,Dialog: A Journal of Theology
20,1860-1014,11505,Fossil Record - Mitteilungen aus dem Museum fur Naturkunde in Berlin
20,1743-4580,11956,WorkingUSA
19,1469-8099,7128,Modern Asian Studies
19,1752-6566,19651,Literary Imagination
19,1534-0635,12996,Brookings Trade Forum (ceased publication)
19,1757-0263,18252,"Byron Journal, The"
19,1935-021X,18609,ESQ: a Journal of the American Renaissance
19,1535-5306,13112,Ethics & the Environment
19,2153-6414,18788,Hispania
19,1096-8598,13290,Journal of Asian American Studies
19,1528-4190,13386,Journal of Policy History
19,1549-0955,13570,Population Review
19,1750-0214,20424,Translation and Literature
19,1712-526X,13711,Victorian Periodicals Review
19,2160-0570,20467,Wallace Stevens Journal
19,1940-512X,20497,Women in German Yearbook
19,1934-1520,20509,WSQ: Women's Studies Quarterly
19,1939-0149,9904,Consulting Psychology Journal: Practice & Research
19,2156-6550,18522,Distributed Generation & Alternative Energy Journal (formerly Cogeneration and Distributed Generation Journal)
19,0731-5171,2322,Ferroelectrics Letters
19,1079-6126,3553,Journal of Children & Poverty
19,1949-3606,18513,Digest of Middle East Studies
19,1520-6610,3589,Journal of Combinatorial Designs
19,1548-7466,20421,Transforming Anthropology
18,1758-5309,18056,Antiquaries Journal
18,1687-1197,18067,Applied Mathematics Research eXpress
18,1756-4263,19289,"Journal of Hindu Studies, The"
18,1913-8253,18258,Canadian Ethnic Studies
18,1552-146X,13159,Hastings Center Report
18,1920-261X,19060,"Jeunesse: Young People, Texts, Cultures"
18,1911-026X,20240,Seminar: A Journal of Germanic Studies
18,1710-1174,13705,University of Toronto Law Journal
18,1904-0016,19824,Nordic Psychology
18,0967-0882,3312,Irish Studies Review
18,0197-3762,20461,Visual Resources
17,1755-6929,18533,Earth and Environmental Science Transactions of the Royal Society of Edinburgh
17,1744-2206,11365,Journal of Psychiatric Intensive Care
17,1574-096X,11968,Yearbook of International Humanitarian Law
17,1541-4922,10023,IEEE Distributed Systems Online
17,1755-0645,17955,Adaptation
17,2153-4578,18002,American Book Review
17,1553-5630,12956,Asian Music
17,2158-1681,18779,Hebrew Studies
17,1548-4815,13164,"Hemingway Review, The"
17,1557-055X,20021,Progress in Community Health Partnerships
17,0002-0184,197,African Studies
17,0790-7184,11173,Irish Political Studies
17,2169-978X,19170,Journal of Comparative Social Welfare
17,1561-4263,5640,Police Practice & Research
17,1467-8314,447,Annual Bulletin of Historical Literature
17,1556-486X,18455,"Culture, Agriculture, Food & Environment (formerly Culture and Agriculture)"
16,1946-1615,18208,Black Music Research Journal
16,1934-6034,18654,Feminist Teacher
16,1941-0832,20065,Radical Teacher
16,1939-2702,18925,International Journal of Coal Preparation And Utilization
16,1467-6346,186,"Africa Research Bulletin: Economic, Financial and Technical Series"
16,1548-1417,18055,Anthropology of Work Review
16,1943-0787,18128,Asian Politics and Policy
16,1740-1461,11264,Journal of Empirical Legal Studies
16,1931-2253,19980,Prescriber
15,2040-1752,19205,Journal of Developmental Origins of Health and Disease
15,1475-3014,7081,Journal of Germanic Linguistics
15,1755-0491,19965,Politics and Religion
15,1477-8556,4295,Journal of Semitic Studies
15,2151-4372,18818,Humanity
15,1543-0391,19483,Journal of Slavic Linguistics
15,1086-3273,13489,Modern Judaism
15,1086-3354,13720,Wide Angle
15,1936-0924,20502,World Policy Journal
15,1357-2334,11316,Journal of Legislative Studies
15,1468-2400,3220,International Journal of Systematic Theology
15,1744-1722,11315,Journal of Legal Studies Education
14,1475-4541,6949,AJS Review
14,1558-5255,18160,Austrian History Yearbook
14,1474-0621,6984,Cambridge Opera Journal
14,1754-470X,18370,Cognitive Behaviour Therapist
14,1752-1971,19542,Journal of the Society for American Music
14,1531-5754,139,Addictive Disorders & Their Treatment
14,1754-1484,18428,Contemporary Women's Writing
14,1744-8581,11448,"Library, The"
14,1544-1733,13140,Fourth Genre: Explorations in Nonfiction
14,1565-5288,13501,Nashim: A Journal of Jewish Women's Studies & Gender Issues
14,1527-9421,13527,Oceanic Linguistics
14,1529-1502,13606,Resources for American Literary Study
14,1941-952X,20120,"Restoration: Studies in English Literary Culture, 1660-1700"
14,1527-8042,13697,Transition
14,1936-704X,19182,Journal of Contemporary Water Resource & Education
14,1615-1003,5513,Pharmazie in unserer Zeit
14,1521-3943,5578,Physik in unserer Zeit
14,1756-1221,20438,"Unterrichtspraxis, Die / Teaching German"
13,1070-9886,10075,"IEEE Transactions on Components, Packaging, and Manufacturing Technology, Part A (now IEEE Transactions on Components and Packaging Technologies)"
13,0305-4624,7150,Physics in Technology (formerly Review of Physics in Technology)
13,1920-7239,18262,Canadian Journal of Information and Library Science
13,1710-1123,13009,"Canadian Journal of Sociology, The"
13,2160-5076,18511,Dictionaries
13,1750-0125,18796,Holy Land Studies
13,1086-3230,13191,Imagine
13,1553-0620,13403,Journal of the Early Republic
13,1935-0244,20486,William Carlos Williams Review
13,1947-2978,20513,Yearbook of Comparative and General Literature
13,1948-1993,18116,Asian American Journal of Psychology
13,0258-9001,3631,Journal of Contemporary African Studies
13,0737-0652,7074,Journal of Energetic Materials
13,0890-5495,5209,Nineteenth Century Contexts
13,1935-4940,19342,"Journal of Latin American and Caribbean Anthropology, The"
13,1863-9119,19622,Laser Technik Journal
13,1548-2456,19625,Latin American Politics and Society
12,1474-0680,7097,Journal of Southeast Asian Studies
12,1939-9022,19627,Law and History Review
12,2041-3335,20137,Revista de Historia Economica - Journal of Iberian and Latin American Economic History
12,0363-8855,11231,Journal of Clinical Engineering
12,1086-3273,4957,Modern Judaism
12,1464-3863,6396,Statute Law Review
12,1553-0639,13173,Hispanic Review
12,1918-6576,18789,Histoire Sociale / Social History
12,1558-2744,13176,History in Africa
12,1744-8581,19645,"Library, The"
12,1548-9590,13658,Studies in American Indian Literatures
12,0958-4935,1529,Contemporary South Asia
12,0085-6401,7183,South Asia: Journal of South Asian Studies
12,1467-8446,724,Australian Economic History Review
12,1520-8583,11638,Philosophical Perspectives
11,1745-1302,10985,Foreign Policy Bulletin
11,0515-3700,17953,Actualites Pharmaceutiques
11,1092-3063,10020,IEEE Concurrency
11,1749-4699,18407,Computational Science and Discovery
11,0039-6206,6479,Survey of Anesthesiology
11,1565-5423,12914,Aleph: Historical Studies in Science and Judaism
11,1536-0075,12920,"American Journal of Bioethics, The"
11,1944-6527,18050,Anthropological Linguistics
11,1934-9009,18105,Arizona Journal of Hispanic Cultural Studies
11,1684-4173,13083,Eastern Africa Social Science Research Review
11,1543-4079,18546,Ecological Restoration
11,1543-7787,13142,French Colonial History
11,1944-6454,18770,Harvard Journal of Asiatic Studies
11,1938-6036,13274,James Joyce Quarterly
11,1934-1504,20057,Quaker History
11,1750-7812,18121,Asian Journal of Political Science
11,1035-7823,10593,Asian Studies Review
11,1940-7874,20276,Social Dynamics
11,1552-504X,1494,Concepts in Magnetic Resonance Part B: Magnetic Resonance Engineering (formerly Concepts in Magnetic Resonance)
11,1949-8535,18663,Focus on Geography
11,1475-6781,3116,International Journal of Japanese Sociology
11,2041-9066,19961,Political Insight
10,1744-2192,10646,British Journal of Anaesthetic and Recovery Nursing
10,1932-8087,13583,Professional Case Management (formerly Lippincott's Case Management)
10,1552-812X,13793,Retinal Physician
10,1947-4237,18207,Black Camera
10,1553-3913,13322,Journal of Feminist Studies in Religion
10,1535-6574,13518,Northeast African Studies
10,1944-6489,19953,"Pluralist, The"
10,1086-3311,13585,Prooftexts
10,1793-2858,20292,Sojourn: Journal of Social Issues in Southeast Asia
10,1467-825X,187,"Africa Research Bulletin: Political, Social and Cultural Series"
10,1099-1107,2976,International Insolvency Review
10,1094-348X,4922,Milton Quarterly
10,1099-1530,5480,Permafrost and Periglacial Processes
9,1478-5714,10872,Eighteenth-Century Music
9,1755-0211,20136,Review of Symbolic Logic
9,0272-1708,10021,IEEE Control Systems Magazine
9,1532-0316,13785,Ophthalmology Management
9,1548-4238,12928,"American Periodicals: A Journal of History, Criticism, and Bibliography"
9,1710-1093,13007,"Canadian Historical Review, The"
9,1911-0235,18267,Canadian Journal of Women and the Law
9,1531-5088,13261,International Organization
9,1911-0251,19131,Journal of Canadian Studies / Revue d'Etudes Canadiennes
9,2158-1665,19336,Journal of Korean Studies
9,2153-9650,19373,"Journal of Medieval Religious Cultures, The"
9,1538-9758,13429,Labor Studies Journal
9,1880-1390,13493,Monumenta Nipponica
9,1548-4785,13502,Native Plants Journal
9,1542-426X,13577,Prairie Schooner
9,1554-7655,13630,"Sirena: Poesia, Arte y Critica"
9,1549-6929,13642,Southeastern Geographer
9,1944-6519,20339,Studies in American Naturalism
9,1726-1368,13696,Transformation: Critical Perspectives on Southern Africa
9,1473-6489,11071,India Review
9,1467-9418,6043,Reviews in Religion and Theology (incorporates Conversations in Religion and Theology)
9,1744-1633,11844,Surgical Practice (formerly Annals of the College of Surgeons of Hong Kong)
8,1876-4053,18766,Hague Journal on the Rule of Law
8,1464-3731,7060,Journal of African Law
8,1502-4717,7139,Nordic Journal of Linguistics
8,1098-4232,18839,IEEE Solid-State Circuits Newsletter
8,1527-5477,13113,Ethnohistory
8,1538-4632,13152,Geographical Analysis
8,1931-1192,18739,George Herbert Journal
8,1947-9921,18820,Hume Studies
8,1559-0909,19045,Italian Culture
8,2152-9272,19380,"Journal of Modern Periodical Studies, The"
8,1961-8646,19761,"Mouvement Social, Le"
8,2164-3415,20088,Renaissance Drama
8,1614-2241,10328,Methodology
8,1467-9736,20512,"Yale Review,The"
7,1469-1787,6951,Ancient Mesoamerica
7,1748-9180,10987,French Studies Bulletin
7,1944-0928,18243,Bulletin of the Comediantes
7,1471-6852,13110,Essays in Criticism
7,1946-2522,19333,Journal of Jewish Identities
7,2152-7792,19819,Nka: Journal of Contemporary African Art
7,1088-4963,13556,Philosophy & Public Affairs
7,1948-5077,20338,Studies in American Jewish Literature
7,1551-3211,13734,Yearbook of the Association of Pacific Coast Geographers
7,1661-971X,18748,GeroPsych: the Journal of Gerontopsychology and Geriatric Psychiatry
7,1472-9733,1254,Clinical and Experimental Allergy Reviews
7,1931-2288,20430,"Trends in Urology & Men's Health (formerly Trends in Urology, Gynaecology & Sexual Health)"
6,1751-8539,18542,Ecclesiastical Law Journal
6,1475-3030,7099,Journal of the Institute of Mathematics of Jussieu
6,1469-8692,7186,Studies in American Political Development
6,2151-7290,17907,a/b: Auto/Biography Studies
6,1944-6535,18025,An Sionnach
6,1529-1499,12978,Book History
6,1937-4577,18941,International Journal of Feminist Approaches to Bioethics
6,2010-314X,19126,Journal of Burma Studies
6,1529-1529,13427,Korean Studies
6,1548-9957,13465,Luso-Brazilian Review
6,1557-2978,19812,New Labor Forum
6,2156-9428,19826,Nouvelles Etudes Francophones
6,1944-6446,20140,Revista Hispanica Moderna
6,1948-2833,20156,Rocky Mountain Review
6,1077-341X,14079,Cultural Diversity & Mental Health (now Cultural Diversity & Ethnic Minority Psychology)
6,1752-6884,18735,"Geography Teacher, The"
6,1474-8673,749,Autonomic & Autocoid Pharmacology (formerly Journal of Autonomic Pharmacology)
6,1936-6779,10770,Conservation (formerly Conservation in Practice)
6,1522-2608,13809,GAMM-Mitteilungen
6,1750-0206,19888,Parliamentary History
5,1361-6390,7452,Distributed Systems Engineering
